station_name,station_number,lat,lon,elev_m,utc_offset,koeppen,climate_region,tract_geoid10,urbanicity,cbsa_code,cbsa_name,lsad10
AL_BIRMINGHAM-MUNI-AP,722280,33.565,-86.745,187,-6,Cfa,Mixed-Humid,01073000400,lower density urban,13820,"Birmingham-Hoover, AL Metro Area",M1
AL_MAXWELL-AFB,722265,32.383,-86.35,52,-6,Cfa,Hot-Humid,01101000900,suburban/small town,33860,"Montgomery, AL Metro Area",M1
AR_FAYETTEVILLE-DRAKE-FIELD,723445,36.01,-94.168,377,-6,Cfa,Mixed-Humid,05143011101,suburban/small town,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1
AR_LITTLE-ROCK-ADAMS-FLD,723403,34.727,-92.236,76,-6,Cfa,Mixed-Humid,05119000200,suburban/small town,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",M1
AZ_FLAGSTAFF-AP,723750,35.144,-111.666,2133,-7,Csb,Cold & Very Cold,04005000900,suburban/small town,22380,"Flagstaff, AZ Metro Area",M1
AZ_PHOENIX-SKY-HARBOR-IAP,722780,33.428,-112.004,339,-7,BWh,Hot-Dry & Mixed Dry,04013113802,lower density urban,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_PRESCOTT-LOVE-FIELD,723723,34.649,-112.422,1527,-7,BSk,Hot-Dry & Mixed Dry,04025000300,rural,39140,"Prescott, AZ Metro Area",M1
AZ_TUCSON-IAP,722740,32.132,-110.956,777,-7,BSh,Hot-Dry & Mixed Dry,04019410502,suburban/small town,46060,"Tucson, AZ Metro Area",M1
AZ_YUMA-MCAS,740035,32.65,-114.617,64,-7,BWh,Hot-Dry & Mixed Dry,04027980006,suburban/small town,49740,"Yuma, AZ Metro Area",M1
CA_BAKERSFIELD-MEADOWS-FLD,723840,35.434,-119.054,149,-8,None,Hot-Dry & Mixed Dry,06029000101,suburban/small town,12540,"Bakersfield-Delano, CA Metro Area",M1
CA_FRESNO-CHANDLER-EXEC-AP,723897,36.732,-119.82,84,-8,None,Hot-Dry & Mixed Dry,06019000700,suburban/small town,23420,"Fresno, CA Metro Area",M1
AL_ALBERTVILLE-MUNI,720376,34.229,-86.256,314,-6,Cfa,Mixed-Humid,01095030902,rural,10700,"Albertville, AL Micro Area",M2
AL_ALEXANDER-CITY,720265,32.915,-85.963,209,-6,Cfa,Mixed-Humid,01123962300,rural,10760,"Alexander City, AL Micro Area",M2
AL_ANDALUSIA-OPP-AP,722275,31.306,-86.39,97,-6,Cfa,Hot-Humid,01039962300,rural,,,
AL_ANNISTON-METRO-AP,722287,33.59,-85.848,181,-6,Cfa,Mixed-Humid,01015001100,suburban/small town,11500,"Anniston-Oxford, AL Metro Area",M1
AL_AUBURN-OPELIKA-APT,722284,32.616,-85.433,236,-6,Cfa,Mixed-Humid,01081041100,suburban/small town,12220,"Auburn-Opelika, AL Metro Area",M1
AL_BESSEMER-AIPORT,720507,33.313,-86.926,213,-6,Cfa,Mixed-Humid,01073014204,suburban/small town,13820,"Birmingham-Hoover, AL Metro Area",M1
AL_BIRMINGHAM,722300,33.178,-86.782,172,-6,Cfa,Mixed-Humid,01117030605,suburban/small town,13820,"Birmingham-Hoover, AL Metro Area",M1
AL_CAIRNS-FIELD-FORT-RUCKER,722269,31.267,-85.717,91,-6,Cfa,Hot-Humid,01045021200,rural,21460,"Enterprise-Ozark, AL Micro Area",M2
AL_CRAIG-FLD,722266,32.344,-86.988,50,-6,Cfa,Hot-Humid,01047957300,rural,42820,"Selma, AL Micro Area",M2
AL_DOTHAN-RGNL-AP,722268,31.318,-85.443,112,-6,Cfa,Hot-Humid,01045021400,suburban/small town,21460,"Enterprise-Ozark, AL Micro Area",M2
AL_EVERGREEN,722276,31.419,-87.048,79,-6,Cfa,Hot-Humid,01035960400,rural,,,
AL_FAIRHOPE-SONNY-CALLAHAN-AP,720592,30.46,-87.877,28,-6,Cfa,Hot-Humid,01003011102,rural,19300,"Daphne-Fairhope-Foley, AL Micro Area",M2
AL_FLORALA-MUNI-ASOS,720361,31.043,-86.312,95,-6,Cfa,Hot-Humid,01039963000,rural,,,
AL_FOLSOM-FLD,722031,34.269,-86.858,293,-6,Cfa,Mixed-Humid,01043964300,rural,18980,"Cullman, AL Micro Area",M2
AL_GADSEN-MUNI(AWOS),722285,33.967,-86.083,173,-6,Cfa,Mixed-Humid,01055010402,suburban/small town,23460,"Gadsden, AL Metro Area",M1
AL_GREENVILLE-MUNI-ASO,720362,31.847,-86.614,134,-6,Cfa,Hot-Humid,01013952700,rural,,,
AL_HANCHEY-AHP-OZARK,722238,31.35,-85.667,96,-6,Cfa,Hot-Humid,01045020000,rural,21460,"Enterprise-Ozark, AL Micro Area",M2
AL_HUNTSVILLE-INTL-JONES-FIEL,723230,34.644,-86.786,190,-6,Cfa,Mixed-Humid,01089011200,suburban/small town,26620,"Huntsville, AL Metro Area",M1
AL_HUNTSVILLE,720307,34.861,-86.557,230,-6,Cfa,Mixed-Humid,01089010701,suburban/small town,26620,"Huntsville, AL Metro Area",M1
AL_JACK-EDWARDS,720381,30.291,-87.672,4,-6,Cfa,Hot-Humid,01003011403,rural,19300,"Daphne-Fairhope-Foley, AL Micro Area",M2
AL_LOWE-AHP-FT-RUCKER,722239,31.356,-85.751,74,-6,Cfa,Hot-Humid,01045020000,rural,21460,"Enterprise-Ozark, AL Micro Area",M2
AL_MERKEL-FLD-SYLACAUGA-MUNI,720508,33.172,-86.306,173,-6,Cfa,Mixed-Humid,01121011500,rural,45180,"Talladega-Sylacauga, AL Micro Area",M2
AL_MOBILE-DOWNTOWN-AP,722235,30.615,-88.063,4,-6,Cfa,Hot-Humid,01097007400,lower density urban,33660,"Mobile, AL Metro Area",M1
AL_MOBILE-RGNL-AP,722230,30.688,-88.246,65,-6,Cfa,Hot-Humid,01097006403,suburban/small town,33660,"Mobile, AL Metro Area",M1
AL_MONTGOMERY-DANNELLY-FIELD,722260,32.3,-86.407,66,-6,Cfa,Hot-Humid,01101005901,rural,33860,"Montgomery, AL Metro Area",M1
AL_MUSCLE-SHOALS-RGNL-AP,723235,34.744,-87.6,165,-6,Cfa,Mixed-Humid,01033020701,suburban/small town,22520,"Florence-Muscle Shoals, AL Metro Area",M1
AL_POSEY-FIELD-AP,720413,34.267,-87.6,284,-6,Cfa,Mixed-Humid,01133965700,rural,,,
AL_PRYOR-FLD-RGNL-AP,722279,34.658,-86.943,179,-6,Cfa,Mixed-Humid,01083021100,rural,26620,"Huntsville, AL Metro Area",M1
AL_REDSTONE-AAF,723231,34.679,-86.685,208,-6,Cfa,Mixed-Humid,01089011100,suburban/small town,26620,"Huntsville, AL Metro Area",M1
AL_SCOTTSBORO-MUNI-AP,720856,34.689,-86.006,198,-6,Cfa,Mixed-Humid,01071950600,rural,42460,"Scottsboro, AL Micro Area",M2
AL_SHELL-AHP,722219,31.363,-85.849,121,-6,Cfa,Hot-Humid,01031011201,rural,21460,"Enterprise-Ozark, AL Micro Area",M2
AL_TALLADEGA-MUNI,720504,33.57,-86.051,160,-6,Cfa,Mixed-Humid,01121010202,rural,45180,"Talladega-Sylacauga, AL Micro Area",M2
AL_TROY-AF,722267,31.857,-86.01,118,-6,Cfa,Hot-Humid,01109188700,rural,45980,"Troy, AL Micro Area",M2
AL_TUSCALOOSA-MUNI-AP,722286,33.212,-87.616,45,-6,Cfa,Mixed-Humid,01125010302,rural,46220,"Tuscaloosa, AL Metro Area",M1
AL_WALKER-CO-BEVILL-FLD,720505,33.902,-87.314,147,-6,Cfa,Mixed-Humid,01127020900,rural,13820,"Birmingham-Hoover, AL Metro Area",M1
AL_WEEDON-FLD,720363,31.952,-85.131,86,-6,Cfa,Hot-Humid,01005950100,rural,21640,"Eufaula, AL-GA Micro Area",M2
AR_BATESVILLE-RGNL-AP,723448,35.726,-91.647,141,-6,Cfa,Mixed-Humid,05063490700,rural,12900,"Batesville, AR Micro Area",M2
AR_BENTONVILLE-MUNICIP,723444,36.35,-94.217,395,-6,Cfa,Mixed-Humid,05007020604,lower density urban,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1
AR_BLYTHEVILLE-AFB,723408,35.967,-89.95,77,-6,Cfa,Mixed-Humid,05093011400,rural,14180,"Blytheville, AR Micro Area",M2
AR_BLYTHEVILLE-MUNI,723409,35.938,-89.833,77,-6,Cfa,Mixed-Humid,05093010700,rural,14180,"Blytheville, AR Micro Area",M2
AR_BOONE-CO-AP,723450,36.267,-93.157,418,-6,Cfa,Mixed-Humid,05009790400,rural,25460,"Harrison, AR Micro Area",M2
AR_CLINTON-MUNI-AP,720401,35.6,-92.45,157,-6,Cfa,Mixed-Humid,05141460302,rural,,,
AR_DEXTER-FLORENCE-MEM-FLD,720394,34.1,-93.066,55,-6,Cfa,Mixed-Humid,05019953800,rural,11660,"Arkadelphia, AR Micro Area",M2
AR_EL-DORADO-GOODWIN-FIELD,723419,33.221,-92.814,78,-6,Cfa,Hot-Humid,05139950400,rural,20980,"El Dorado, AR Micro Area",M2
AR_FORT-SMITH-RGNL-AP,723440,35.333,-94.365,136,-6,Cfa,Mixed-Humid,05131001102,lower density urban,22900,"Fort Smith, AR-OK Metro Area",M1
AR_HARRELL-FIELD-AP,723425,33.617,-92.767,40,-6,Cfa,Mixed-Humid,05103950100,rural,15780,"Camden, AR Micro Area",M2
AR_J-L-HELMS-SEVIER-CO,743312,34.048,-94.402,106,-6,Cfa,Mixed-Humid,05133080300,suburban/small town,,,
AR_JONESBORO-MUNI,723407,35.836,-90.644,78,-6,Cfa,Mixed-Humid,05031000502,suburban/small town,27860,"Jonesboro, AR Metro Area",M1
AR_LITTLE-ROCK-AFB,723405,34.917,-92.15,94,-6,Cfa,Mixed-Humid,05119003500,suburban/small town,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",M1
AR_MARION-CO-RGNL-AP,723447,36.291,-92.59,219,-6,Cfa,Mixed-Humid,05089960202,rural,,,
AR_MEMORIAL-FLD,723415,34.476,-93.104,154,-6,Cfa,Mixed-Humid,05051011300,lower density urban,26300,"Hot Springs, AR Metro Area",M1
AR_MENA-INTERMOUNTAIN,720172,34.545,-94.203,328,-6,Cfa,Mixed-Humid,05113950100,rural,,,
AR_MONTICELLO,720175,33.636,-91.756,85,-6,Cfa,Mixed-Humid,05043490200,rural,,,
AR_MOUNT-IDA,723435,34.547,-93.578,214,-6,Cfa,Mixed-Humid,05097953000,rural,,,
AR_MOUNTAIN-HOME-BAXTER,723439,36.371,-92.472,281,-6,Cfa,Mixed-Humid,05005950900,rural,34260,"Mountain Home, AR Micro Area",M2
AR_NEWPORT-MUNI,720377,35.633,-91.167,72,-6,Cfa,Mixed-Humid,05067480400,rural,,,
AR_NW-ARKANSAS-RGNL-AP,723436,36.29,-94.312,389,-6,Cfa,Mixed-Humid,05007021305,rural,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1
AR_PINE-BLUFF-FAA-AP,723417,34.18,-91.934,62,-6,Cfa,Mixed-Humid,05069001901,suburban/small town,38220,"Pine Bluff, AR Metro Area",M1
AR_ROGERS(AWOS),723449,36.372,-94.107,412,-6,Cfa,Mixed-Humid,05007020201,suburban/small town,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1
AR_RUSSELLVILLE-MUNI-AP,723429,35.257,-93.095,115,-6,Cfa,Mixed-Humid,05115951600,rural,40780,"Russellville, AR Micro Area",M2
AR_SEARCY,722188,35.212,-91.737,80,-6,Cfa,Mixed-Humid,05145070900,rural,42620,"Searcy, AR Micro Area",M2
AR_SILOAM-SPRING(AWOS),723443,36.191,-94.491,363,-6,Cfa,Mixed-Humid,05007021301,rural,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1
AR_SPRINGDALE-MUNI,723434,36.176,-94.119,412,-6,Cfa,Mixed-Humid,05143010302,suburban/small town,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1
AR_STUTTGART(AWOS),723416,34.6,-91.574,68,-6,Cfa,Mixed-Humid,05117460200,rural,,,
AR_TEXARKANA-WEBB-FIELD,723418,33.456,-93.988,115,-6,Cfa,Hot-Humid,05091980000,lower density urban,45500,"Texarkana, TX-Texarkana, AR Metro Area",M1
AR_WALNUT-RIDGE-RGNL-APi,723406,36.125,-90.924,83,-6,Cfa,Mixed-Humid,05075470100,rural,,,
AR_WEST-MEMPHIS-MUNI-AP,722054,35.14,-90.236,63,-6,Cfa,Mixed-Humid,05035030600,suburban/small town,32820,"Memphis, TN-MS-AR Metro Area",M1
AZ_BUCKEYE-MUNI-AP,720644,33.417,-112.683,311,-7,BWh,Hot-Dry & Mixed Dry,04013050604,rural,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_BULLHEAD-CITY,723788,35.157,-114.559,211,-7,BWh,Hot-Dry & Mixed Dry,04015951402,rural,29420,"Lake Havasu City-Kingman, AZ Metro Area",M1
AZ_CASA-GRANDA(AWOS),722748,32.95,-111.767,445,-7,BWh,Hot-Dry & Mixed Dry,04021001301,suburban/small town,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_CHANDLER-WILLIAMS-AFB,722786,33.3,-111.667,421,-7,BWh,Hot-Dry & Mixed Dry,04013522800,suburban/small town,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_CHANDLER,722749,33.269,-111.813,378,-7,BWh,Hot-Dry & Mixed Dry,04013812400,suburban/small town,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_COOLIDGE-ARIZONA-AAF,749173,32.936,-111.427,479,-7,BSh,Hot-Dry & Mixed Dry,04021000802,rural,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_DAVIS-MONTHAN-AFB,722745,32.167,-110.883,824,-7,BSh,Hot-Dry & Mixed Dry,04019003600,suburban/small town,46060,"Tucson, AZ Metro Area",M1
AZ_FLAGSTAFF,723760,35.217,-111.817,2181,-7,BSk,Cold & Very Cold,04005002200,suburban/small town,22380,"Flagstaff, AZ Metro Area",M1
AZ_FORT-HUACHUCA,722730,31.588,-110.344,1438,-7,BSk,Hot-Dry & Mixed Dry,04003001401,suburban/small town,43420,"Sierra Vista-Douglas, AZ Micro Area",M2
AZ_GLENDALE-MUNI,722787,33.527,-112.295,324,-7,BSh,Hot-Dry & Mixed Dry,04013092720,suburban/small town,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_GOODYEAR-MUNI-AP,722788,33.417,-112.383,295,-7,BWh,Hot-Dry & Mixed Dry,04013061024,rural,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_GRAND-CANYON-NATL-P,723783,35.946,-112.155,1993,-7,Csa,Cold & Very Cold,04005002300,rural,22380,"Flagstaff, AZ Metro Area",M1
AZ_H-A-CLARK-MEM-FLD-AP,720635,35.3,-112.2,2035,-7,Csb,Cold & Very Cold,04005001700,rural,22380,"Flagstaff, AZ Metro Area",M1
AZ_KINGMAN(AMOS),723700,35.257,-113.934,1043,-7,BSk,Hot-Dry & Mixed Dry,04015953900,rural,29420,"Lake Havasu City-Kingman, AZ Metro Area",M1
AZ_LUKE-AFB,722785,33.55,-112.367,330,-7,BSh,Hot-Dry & Mixed Dry,04013061100,rural,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_MESA-FALCON-FIELD,722783,33.466,-111.721,423,-7,BWh,Hot-Dry & Mixed Dry,04013420206,suburban/small town,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_NOGALES-IAP,722728,31.421,-110.847,1193,-7,BSk,Hot-Dry & Mixed Dry,04023966104,rural,35700,"Nogales, AZ Micro Area",M2
AZ_PAGE-MUNI(AMOS),723710,36.921,-111.449,1307,-7,BSk,Cold & Very Cold,04005002100,rural,22380,"Flagstaff, AZ Metro Area",M1
AZ_PAYSON-AP,723745,34.257,-111.339,1572,-7,BSk,Hot-Dry & Mixed Dry,04007000302,rural,37740,"Payson, AZ Micro Area",M2
AZ_PHOENIX-DEER-VALLEY,722784,33.69,-112.066,453,-7,BSh,Hot-Dry & Mixed Dry,04013614700,suburban/small town,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_PIONEER-AIRFLD,722813,31.606,-110.428,1445,-7,BSk,Hot-Dry & Mixed Dry,04003001401,suburban/small town,43420,"Sierra Vista-Douglas, AZ Micro Area",M2
AZ_RYAN-FIELD-AP,720339,32.15,-111.167,737,-7,BSh,Hot-Dry & Mixed Dry,04019004424,rural,46060,"Tucson, AZ Metro Area",M1
AZ_SAFFORD(AMOS),722747,32.857,-109.636,967,-7,BSk,Hot-Dry & Mixed Dry,04009961700,rural,40940,"Safford, AZ Micro Area",M2
AZ_SCOTTSDALE-MUNI,722789,33.612,-111.923,436,-7,BSh,Hot-Dry & Mixed Dry,04013216816,lower density urban,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_SEDONA-AP,723756,34.85,-111.783,1471,-7,Csa,Hot-Dry & Mixed Dry,04025001801,rural,39140,"Prescott, AZ Metro Area",M1
AZ_SHOW-LOW-MUNI-AP,723747,34.264,-110.008,1954,-7,Csa,Cold & Very Cold,04017965300,rural,43320,"Show Low, AZ Micro Area",M2
AZ_TUCSON-ARIZONA-MARANA-AA,749167,32.511,-111.328,57,-7,,Hot-Dry & Mixed Dry,04021002103,rural,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",M1
AZ_WINDOW-ROCK,722764,35.657,-109.06,2055,-7,BSk,Cold & Very Cold,04001945002,rural,,,
AZ_WINSLOW-MUNI-AP,723740,35.028,-110.722,1489,-7,BSk,Cold & Very Cold,04017960500,rural,43320,"Show Low, AZ Micro Area",M2
CA_ALTURAS,725958,41.491,-120.564,1333,-8,None,Cold & Very Cold,06049000100,rural,,,
CA_ARCATA-AP,725945,40.978,-124.109,61,-8,None,Marine,06023010400,rural,21700,"Eureka-Arcata-Fortuna, CA Micro Area",M2
CA_AUBURN-MUNI-AP,720267,38.955,-121.082,466,-8,None,Hot-Dry & Mixed Dry,06061021802,suburban/small town,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_BEALE-AFB,724837,39.133,-121.433,34,-8,None,Hot-Dry & Mixed Dry,06115040902,rural,49700,"Yuba City, CA Metro Area",M1
CA_BICYCLE-LAKE-FORT-IRWIN-AA,746110,35.283,-116.633,75,-8,None,Hot-Dry & Mixed Dry,06071025000,rural,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_BISHOP-AP,724800,37.371,-118.358,1250,-8,None,Hot-Dry & Mixed Dry,06027000100,rural,13860,"Bishop, CA Micro Area",M2
CA_BLUE-CANYON-AP,725845,39.277,-120.71,1608,-8,None,Hot-Dry & Mixed Dry,06061022013,rural,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_BLYTHE-RIVERSIDE-CO-AP,747188,33.619,-114.714,120,-8,None,Hot-Dry & Mixed Dry,06065046900,rural,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_BROWN-FLD-MUNI,722904,32.572,-116.979,157,-8,None,Hot-Dry & Mixed Dry,06073010014,suburban/small town,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_BURBANK-GLNDLE-PASAD-AP,722880,34.201,-118.358,236,-8,None,Hot-Dry & Mixed Dry,06037980001,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_CABLE,720329,34.112,-117.688,438,-8,None,Hot-Dry & Mixed Dry,06071000817,lower density urban,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_CALAVERAS-CO-MAURY-RASMUSS,720681,38.146,-120.648,403,-8,None,Hot-Dry & Mixed Dry,06009000300,rural,,,
CA_CAMARILLO-AP,723926,34.217,-119.083,23,-8,None,Marine,06111005600,suburban/small town,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1
CA_CAMP-PENDLETON-MCAS,722926,33.3,-117.35,22,-8,None,Hot-Dry & Mixed Dry,06073018700,suburban/small town,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_CAMP-PENDLETON-RED-BEACH,722928,33.286,-117.456,27,-8,None,Hot-Dry & Mixed Dry,06073018700,suburban/small town,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_CARLSBAD-MCCLELLAN-AP,722927,33.128,-117.279,100,-8,None,Hot-Dry & Mixed Dry,06073022100,lower density urban,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_CHICO-MUNI-AP,724973,39.8,-121.85,82,-8,None,Hot-Dry & Mixed Dry,06007001400,suburban/small town,17020,"Chico, CA Metro Area",M1
CA_CHINA-LAKE-NAF,746120,35.688,-117.693,679,-8,None,Hot-Dry & Mixed Dry,06029005300,rural,12540,"Bakersfield-Delano, CA Metro Area",M1
CA_CHINO-AP,722899,33.975,-117.636,198,-8,None,Hot-Dry & Mixed Dry,06071001903,suburban/small town,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_COLUMBIA,720615,38.033,-120.417,646,-8,None,Hot-Dry & Mixed Dry,06109002100,rural,38020,"Phoenix Lake-Cedar Ridge, CA Micro Area",M2
CA_CONCORD-BUCHANAN-FIELD,724950,37.992,-122.055,5,-8,None,Hot-Dry & Mixed Dry,06013327000,lower density urban,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_CORONA-MUNI-AP,720333,33.898,-117.602,162,-8,None,Hot-Dry & Mixed Dry,06065041500,suburban/small town,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_CRESCENT-CITY-FAA-AP,725946,41.78,-124.237,17,-8,None,Marine,06015000105,rural,18860,"Crescent City, CA Micro Area",M2
CA_DAGGETT-BARSTOW-DAGGETT-AP,723815,34.854,-116.786,584,-8,None,Hot-Dry & Mixed Dry,06071010300,rural,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_DAVIS-UNIV-AP,720576,38.533,-121.783,21,-8,None,Hot-Dry & Mixed Dry,06113010501,suburban/small town,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_EDWARDS-AFB,723810,34.9,-117.867,704,-8,None,Hot-Dry & Mixed Dry,06029005700,rural,12540,"Bakersfield-Delano, CA Metro Area",M1
CA_EDWARDS-N-BASE,723171,34.988,-117.865,695,-8,None,Hot-Dry & Mixed Dry,06029005700,rural,12540,"Bakersfield-Delano, CA Metro Area",M1
CA_EL-CENTRO-NAF,722810,32.817,-115.683,-12,-8,None,Hot-Dry & Mixed Dry,06025011100,rural,20940,"El Centro, CA Metro Area",M1
CA_EL-MONTE,747043,34.083,-118.033,90,-8,None,Hot-Dry & Mixed Dry,06037432402,higher density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_EUREKA,725940,40.81,-124.16,6,-8,None,Marine,06023000100,suburban/small town,21700,"Eureka-Arcata-Fortuna, CA Micro Area",M2
CA_FAIRFIELD-TRAVIS-AFB,745160,38.267,-121.933,18,-8,None,Hot-Dry & Mixed Dry,06095252802,lower density urban,46700,"Vallejo-Fairfield, CA Metro Area",M1
CA_FRESNO-YOSEMITE-IAP,723890,36.78,-119.719,101,-8,None,Hot-Dry & Mixed Dry,06019003104,lower density urban,23420,"Fresno, CA Metro Area",M1
CA_FULLERTON-MUNI-AP,722976,33.872,-117.979,29,-8,None,Hot-Dry & Mixed Dry,06059001801,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_GNOSS-FIELD,720406,38.15,-122.55,1,-8,None,Marine,06041101100,suburban/small town,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_GRAY-BUTTE-FLD,720952,34.564,-117.675,920,-8,None,Hot-Dry & Mixed Dry,06037900102,rural,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_HALF-MOON-BAY-AP,720646,37.513,-122.501,20,-8,None,Marine,06081613600,rural,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_HANFORD-MUNI-AP,723898,36.319,-119.629,75,-8,None,Hot-Dry & Mixed Dry,06031000800,suburban/small town,25260,"Hanford-Corcoran, CA Metro Area",M1
CA_HOLLISTER-MUNI,749179,36.9,-121.417,72,-8,None,Marine,06069000100,rural,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1
CA_IMPERIAL-BEACH-REAM-FLD,722909,32.567,-117.117,7,-8,None,Hot-Dry & Mixed Dry,06073010200,suburban/small town,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_IMPERIAL,747185,32.834,-115.579,-17,-8,None,Hot-Dry & Mixed Dry,06025011000,suburban/small town,20940,"El Centro, CA Metro Area",M1
CA_JACK-NORTHROP-FLD-H,722956,33.923,-118.334,19,-8,None,Hot-Dry & Mixed Dry,06037602509,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_LA-VERNE-BRACKETT,722887,34.1,-117.783,308,-8,None,Hot-Dry & Mixed Dry,06037401500,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_LAKE-TAHOE,725847,38.898,-119.995,1924,-8,None,Hot-Dry & Mixed Dry,06017030402,suburban/small town,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_LANCASTER-GEN-WM-FOX-FIELD,723816,34.741,-118.212,712,-8,None,Hot-Dry & Mixed Dry,06037900900,rural,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_LOS-ANGELES-DOWNTOWN-USC,722874,34.024,-118.291,54,-8,None,Hot-Dry & Mixed Dry,06037222700,higher density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_PALM-SPRINGS-IAP,722868,33.822,-116.504,124,-8,None,Hot-Dry & Mixed Dry,06065941200,suburban/small town,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_SACRAMENTO-EXECUTIVE-AP,724830,38.507,-121.495,4,-8,None,Hot-Dry & Mixed Dry,06067003800,lower density urban,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_SAN-DIEGO-LINDBERGH-FIELD,722900,32.734,-117.183,4,-8,None,Hot-Dry & Mixed Dry,06073006200,lower density urban,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_SAN-FRANCISCO-IAP,724940,37.62,-122.365,2,-8,None,Marine,06081984300,lower density urban,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_SAN-JOSE-IAP,724945,37.359,-121.924,15,-8,None,Marine,06085505100,lower density urban,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1
CO_AURORA-BUCKLEY-FLD-ANGB,724695,39.717,-104.75,1726,-7,BSk,Cold & Very Cold,08005007104,suburban/small town,19740,"Denver-Aurora-Broomfield, CO Metro Area",M1
CO_CHEYENNE-MTN-AS,720642,38.75,-104.85,2114,-7,BSk,Cold & Very Cold,08041003305,suburban/small town,17820,"Colorado Springs, CO Metro Area",M1
CT_HARTFORD-BRAINARD-FD,725087,41.735,-72.651,4,-5,Dfa,Cold & Very Cold,09003502500,lower density urban,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",M1
CA_LEMOORE-REEVES-NAS,747020,36.333,-119.95,70,-8,None,Hot-Dry & Mixed Dry,06031000300,rural,25260,"Hanford-Corcoran, CA Metro Area",M1
CA_LINCOLN-RGNL-AP,720614,38.909,-121.351,37,-8,None,Hot-Dry & Mixed Dry,06061023400,suburban/small town,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_LIVERMORE-MUNI-AP,724927,37.693,-121.814,119,-8,None,Marine,06001451300,suburban/small town,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
